fr_school_id	maxpreps_url	games_count
il-wilmette-loyola-academy	https://www.maxpreps.com/il/wilmette/loyola-academy-ramblers/football/schedule/	9
in-brownsburg-brownsburg	https://www.maxpreps.com/in/brownsburg/brownsburg-bulldogs/football/schedule/	11
in-fort-wayne-northrop	https://www.maxpreps.com/in/fort-wayne/fort-wayne-northrop-bruins/football/schedule/	13
in-michigan-city-michigan-city	https://www.maxpreps.com/in/michigan-city/michigan-city-wolves/football/schedule/	10
ks-andover-andover	https://www.maxpreps.com/ks/andover/andover-trojans/football/schedule/	9
ks-cheney-cheney	https://www.maxpreps.com/ks/cheney/cheney-cardinals/football/schedule/	8
ks-great-bend-great-bend	https://www.maxpreps.com/ks/great-bend/great-bend-panthers/football/schedule/	9
ks-hays-hays	https://www.maxpreps.com/ks/hays/hays-indians/football/schedule/	7
ks-hoisington-hoisington	https://www.maxpreps.com/ks/hoisington/hoisington-cardinals/football/schedule/	8
ks-leawood-blue-valley-north	https://www.maxpreps.com/ks/overland-park/blue-valley-north-mustangs/football/schedule/	8
ky-fort-mitchell-beechwood	https://www.maxpreps.com/ky/fort-mitchell/beechwood-tigers/football/schedule/	12
ky-louisville-louisville-central	https://www.maxpreps.com/ky/louisville/central-yellow-jackets/football/schedule/	12
ky-louisville-trinity	https://www.maxpreps.com/ky/louisville/trinity-shamrocks/football/schedule/	10
la-alexandria-alexandria	https://www.maxpreps.com/la/alexandria/alexandria-trojans/football/schedule/	13
la-baton-rouge-baton-rouge-catholic	https://www.maxpreps.com/la/baton-rouge/catholic-br-bears/football/schedule/	11
la-baton-rouge-baton-rouge-central	https://www.maxpreps.com/la/baton-rouge/central-wildcats/football/schedule/	12
la-baton-rouge-dunham-school	https://www.maxpreps.com/la/baton-rouge/dunham-tigers/football/schedule/	13
la-baton-rouge-university-lab	https://www.maxpreps.com/la/baton-rouge/university-lab-cubs/football/schedule/	12
la-benton-benton	https://www.maxpreps.com/la/benton/benton-tigers/football/schedule/	12
la-bossier-city-parkway	https://www.maxpreps.com/la/bossier-city/parkway-panthers/football/schedule/	12
la-carencro-cecilia	https://www.maxpreps.com/la/cecilia/cecilia-bulldogs/football/schedule/	10
la-cecilia-cecilia	https://www.maxpreps.com/la/cecilia/cecilia-bulldogs/football/schedule/	10
la-covington-covington	https://www.maxpreps.com/la/covington/covington-fighting-lions/football/schedule/	12
la-destrehan-destrehan	https://www.maxpreps.com/la/destrehan/destrehan-fighting-wildcats/football/schedule/	14
la-donaldsonville-donaldsonville	https://www.maxpreps.com/la/donaldsonville/donaldsonville-tigers/football/schedule/	11
la-dry-prong-grant	https://www.maxpreps.com/la/dry-prong/grant-cougars/football/schedule/	12
la-haughton-haughton	https://www.maxpreps.com/la/haughton/haughton-buccaneers/football/schedule/	12
la-iowa-iowa	https://www.maxpreps.com/la/iowa/iowa-yellowjackets/football/schedule/	13
la-jeanerette-jeanerette	https://www.maxpreps.com/la/jeanerette/jeanerette-tigers/football/schedule/	10
la-lafayette-lafayette-christian-academy	https://www.maxpreps.com/la/lafayette/lafayette-christian-academy-knights/football/schedule/	11
la-lake-charles-sam-houston	https://www.maxpreps.com/la/lake-charles/sam-houston-broncos/football/schedule/	11
la-lutcher-lutcher	https://www.maxpreps.com/la/lutcher/lutcher-bulldogs/football/schedule/	12
la-mamou-mamou	https://www.maxpreps.com/la/mamou/mamou-demons/football/schedule/	10
la-mandeville-mandeville	https://www.maxpreps.com/la/mandeville/mandeville-skippers/football/schedule/	12
la-marrero-archbishop-shaw	https://www.maxpreps.com/la/marrero/archbishop-shaw-eagles/football/schedule/	13
la-metairie-archbishop-rummel	https://www.maxpreps.com/la/metairie/archbishop-rummel-raiders/football/schedule/	12
la-new-iberia-westgate	https://www.maxpreps.com/la/new-iberia/westgate-tigers/football/schedule/	9
la-new-orleans-brother-martin	https://www.maxpreps.com/la/new-orleans/brother-martin-crusaders/football/schedule/	14
